Name,white_1,white_2,red_1,red_2
IR_3416,1,32,77,28
IR_3417,11,18,40,21
IR_3418,14,1,15,0
IR_3419,4,17,0,0
IR_3420,62,29,53,29
IR_3421,25,5,11,15
IR_3422,6,2,0,0
IR_3424,119,103,84,45
IR_3426,24,13,15,14
IR_3427,58,40,18,21
IR_3428,113,68,27,32
IR_3429,227,231,128,77
IR_3430,106,88,33,19
IR_3431,70,68,35,11
IR_3432,5,9,0,6
IR_3433,47,33,31,21
IR_3434,101,71,46,23
IR_3435,24,21,14,11
IR_3437,4,2,3,2
IR_3438,20,24,49,65
IR_3439,0,0,0,0
IR_3440,38,30,29,23
IR_3441,28,34,54,53
IR_3442,14,21,8,12
IR_3443,53,39,47,33
IR_3444,49,25,28,9
IR_3445,6,7,9,3
IR_3446,9,8,6,2
IR_3447,2,4,1,1
IR_3448,21,7,3,9
IR_3449,58,27,16,17
IR_3450,13,3,16,0
IR_3451,0,5,4,0
IR_3452,314,246,236,143
IR_3453,8,24,0,22
IR_3454,125,124,88,62
IR_3455,1,0,5,0
IR_3456,16,9,17,2
IR_3457,25,7,11,9
IR_3458,12,15,14,4
IR_3459,16,8,7,0
IR_3460,11,0,6,0
IR_3461,7,10,1,2
IR_3462,28,26,24,5
IR_3463,44,32,0,11
IR_3464,40,24,28,13
IR_3465,0,0,1,0
IR_3467,45,55,51,37
IR_3468,2,10,0,1
IR_3469,1,0,10,0
IR_3470,21,6,18,23
IR_3471,31,9,20,15
IR_3472,171,176,98,87
IR_3473,12,7,12,8
IR_3474,0,14,18,0
IR_3475,0,12,0,0
IR_3476,31,17,64,31
IR_3477,51,41,119,63
IR_3478,68,56,122,78
IR_3479,58,28,41,9
IR_3480,2,0,2,0
IR_3481,12,9,10,4
IR_3482,2,4,0,0
IR_3483,11,8,21,5
IR_3484,129,89,142,83
IR_3485,6,8,9,2
IR_3486,3,15,1,7
IR_3487,128,79,62,29
IR_3489,77,95,28,9
IR_3488,66,89,7,0
IR_3490,18,9,18,11
IR_3491,16,16,22,13
IR_3492,22,43,9,14
IR_3493,0,1,0,0
IR_3494,1,3,3,1
IR_3495,16,8,16,11
IR_3496,8,2,4,2
IR_3497,7,43,27,25
IR_3498,28,4,27,3
IR_3499,57,26,22,23
IR_3500,91,98,97,53
IR_3501,5,6,0,0
IR_3502,36,46,9,12
IR_3503,37,17,44,31
IR_3504,7,45,28,9
IR_3505,46,24,26,1
IR_3506,32,59,64,6
IR_3507,9,4,4,1
IR_3508,72,54,29,16
IR_3509,8,14,11,9
IR_3510,16,5,15,0
IR_3511,9,5,11,12
IR_3512,1,2,3,1
IR_3513,0,4,6,0
IR_3514,1,5,8,1
IR_3515,0,0,24,0
IR_3516,6,5,1,0
IR_3517,21,16,4,7
IR_3518,25,35,53,22
IR_3519,405,461,219,138
IR_3520,86,111,73,51
IR_3521,1,2,1,12
IR_3522,23,5,26,0
IR_3524,22,11,12,1
IR_3525,101,86,53,52
IR_3526,18,5,9,10
IR_3527,2,22,0,2
IR_3528,19,30,36,8
IR_3529,0,0,0,0
IR_3530,8,6,6,10
IR_3531,4,8,3,11
IR_3533,0,7,0,0
IR_3535,9,3,5,3
IR_3536,7,14,13,10
IR_3537,4,2,4,1
IR_3538,2,27,3,6
IR_3540,13,6,4,8
IR_3541,5,0,4,3
IR_3542,9,6,2,2
IR_3543,6,1,42,13
IR_3544,0,0,2,5
IR_3545,77,115,58,34
IR_3546,30,22,17,1
IR_3547,9,2,4,4
IR_3548,4,12,17,1
IR_3549,5,6,2,1
IR_3550,154,124,81,27
IR_3552,32,21,24,14
IR_3553,7,0,0,1
IR_3554,0,3,6,1
IR_3555,10,14,21,33
IR_3556,0,0,0,0
IR_3557,54,63,123,58
IR_3558,33,44,74,39
IR_3559,106,50,63,23
IR_3560,89,58,67,23
IR_3561,42,40,13,14
IR_3562,7,2,0,0
IR_3564,25,14,2,12
IR_3565,67,22,55,37
IR_3566,14,9,10,4
IR_3567,18,3,3,7
IR_3568,1,7,0,0
IR_3569,6,4,5,0
IR_3570,2,7,0,5
IR_3571,5,9,0,2
IR_3572,2,28,4,2
IR_3573,7,1,0,1
IR_3574,13,4,7,1
IR_3576,4,4,0,7
IR_3577,8,10,1,6
IR_3580,7,0,0,0
IR_3581,38,24,30,3
IR_3583,2,0,0,0
IR_3584,52,26,21,22
IR_3586,7,3,1,3
IR_3587,35,33,27,15
IR_3588,16,23,1,11
IR_3589,1,0,0,2
IR_3590,6,5,0,0
IR_3591,12,13,6,1
IR_3592,1,0,0,1
IR_3593,100,57,46,25
IR_3594,3,0,0,0
IR_3595,18,23,1,14
IR_3596,2,3,0,1
IR_3597,0,1,2,0
IR_3600,23,15,20,16
IR_3602,10,2,11,3
IR_3604,0,26,0,0
IR_3606,0,0,0,0
IR_3607,6,32,5,1
IR_3609,182,177,283,207
IR_3610,5,12,4,2
IR_3611,18,16,18,18
IR_3612,9,5,8,2
IR_3613,7,1,24,11
IR_3615,13,15,9,0
IR_3616,30,20,18,14
IR_3617,20,11,23,16
IR_3618,2,2,8,0
IR_3619,1,5,0,0
IR_3621,9,28,33,19
IR_3620,8,6,10,5
IR_3622,3,5,10,0
IR_3623,94,87,67,37
IR_3625,2,2,0,4
IR_3627,108,46,86,65
IR_3628,48,30,33,7
IR_3629,5,9,15,8
IR_3630,0,0,0,0
IR_3631,7,0,7,13
IR_3632,29,22,24,25
IR_3633,9,2,0,0
IR_3634,28,25,114,60
IR_3635,50,35,141,106
IR_3636,1,2,0,0
IR_3637,19,16,20,0
IR_3638,30,18,16,8
IR_3639,1,12,0,1
IR_3640,65,0,0,1
IR_3641,29,42,20,5
IR_3642,58,51,40,29
IR_3643,4,9,8,13
IR_3645,8,4,4,2
IR_3646,20,15,10,0
IR_3647,3,1,1,4
IR_3648,7,30,40,52
IR_3649,2,2,4,2
IR_3650,66,39,32,45
IR_3651,16,17,5,8
IR_3652,5,8,4,2
IR_3653,58,34,14,12
IR_3654,132,166,135,103
IR_3655,16,6,0,0
IR_3656,129,111,10,44
IR_3657,94,82,70,37
IR_3658,29,25,27,9
IR_3659,23,18,21,15
IR_3660,53,33,23,19
IR_3661,1,0,0,0
IR_3662,17,1,1,0
IR_3665,240,0,4,1
IR_3666,0,3,6,1
IR_3668,1,0,12,52
IR_3670,0,0,0,3
IR_3671,8,9,13,3
IR_3672,15,55,31,15
IR_3673,2,4,0,10
IR_3677,18,15,5,3
IR_3678,8,16,0,0
IR_3679,23,20,14,16
IR_3680,28,30,24,32
IR_3681,42,40,19,29
IR_3682,47,63,57,50
IR_3683,61,42,39,19
IR_3684,16,15,1,13
IR_3685,169,137,320,243
IR_3686,14,20,15,8
IR_3687,6,4,6,5
IR_3690,48,26,12,10
IR_3691,3,8,5,4
IR_3692,15,7,8,5
IR_3693,21,9,6,3
IR_3695,6,4,12,4
IR_3696,64,87,44,103
IR_3697,24,14,6,1
IR_3698,136,75,91,92
IR_3699,6,10,5,2
IR_3700,46,32,33,12
IR_3701,25,17,5,15
IR_3704,61,42,27,15
IR_3705,28,2,0,1
IR_3706,51,44,52,25
IR_3707,11,8,1,1
IR_3708,21,19,8,1
IR_3709,84,61,54,22
IR_3710,29,30,7,24
IR_3711,38,21,21,14
IR_3712,12,4,8,6
IR_3713,107,59,107,49
IR_3715,2,1,2,1
IR_3716,20,5,2,4
IR_3717,26,0,5,8
IR_3718,13,10,3,6
IR_3720,27,34,53,9
IR_3719,13,25,17,8
IR_3721,1,3,1,0
IR_3722,2,0,0,8
IR_3723,11,9,1,3
IR_3724,5,0,15,12
IR_3725,16,21,18,19
IR_3726,41,3,18,5
IR_3727,36,38,22,7
IR_3728,116,40,16,6
IR_3729,15,24,5,4
IR_3730,87,71,67,25
IR_3731,63,22,22,11
IR_3732,50,28,35,22
IR_3734,63,26,41,11
IR_3735,43,11,8,18
IR_3736,16,0,18,8
IR_3737,15,28,19,8
IR_3738,5,8,9,9
IR_3739,45,35,24,18
IR_3740,15,7,5,0
IR_3741,46,32,18,17
IR_3742,3,2,10,1
IR_3743,9,7,20,8
IR_3744,11,10,27,0
IR_3745,1,1,0,2
IR_3746,45,67,51,32
IR_3747,121,86,24,32
IR_3748,23,20,12,19
IR_3749,112,87,69,33
IR_3750,49,25,24,9
IR_3751,35,10,11,0
IR_3752,20,17,9,9
IR_3753,21,24,27,10
IR_3754,1,0,1,0
IR_3755,13,6,8,8
IR_3756,21,39,28,29
IR_3757,6,4,2,0
IR_3758,5,1,12,1
IR_3759,6,0,10,4
IR_3760,116,85,52,69
IR_3761,45,31,7,14
IR_3762,58,26,18,8
IR_3763,99,40,37,12
IR_3764,81,110,68,1
IR_3765,8,7,2,0
IR_3767,5,0,1,6
IR_3768,30,12,36,15
IR_3769,15,6,16,12
IR_3771,20,12,10,9
IR_3772,32,12,26,6
IR_3773,82,74,16,18
IR_3774,55,21,20,11
IR_3775,85,80,59,33
IR_3776,67,55,34,36
IR_3778,42,67,0,62
IR_3779,2,4,34,12
IR_3781,49,37,28,16
IR_3782,16,16,9,16
IR_3783,22,17,25,11
IR_3784,48,12,2,3
IR_3785,29,0,1,1
IR_3787,15,3,3,6
IR_3788,3,2,4,2
IR_3789,92,77,109,68
IR_3790,4,7,4,3
IR_3791,11,0,36,9
IR_3792,1,0,0,1
IR_3793,0,0,0,0
IR_3794,52,58,29,20
IR_3795,20,21,0,1
IR_3796,4,0,0,5
IR_3797,254,219,165,148
IR_3798,1,4,40,19
IR_3799,7,8,1,2
IR_3800,36,14,5,7
IR_3801,7,9,4,8
IR_3802,22,14,31,11
IR_3803,148,177,165,133
IR_3804,55,54,19,21
IR_3805,30,11,0,0
IR_3806,2,11,7,0
IR_3807,0,0,0,0
IR_3808,4,0,4,0
IR_3809,6,0,6,5
IR_3810,24,2,21,5
IR_3811,46,0,1,1
IR_3812,6,7,9,0
IR_3813,62,29,38,33
IR_3814,11,8,11,8
IR_3815,10,7,7,7
IR_3816,8,2,1,2
IR_3817,18,26,39,2
IR_3818,12,2,1,10
IR_3819,23,5,10,0
IR_3820,123,93,44,24
IR_3821,8,23,10,0
IR_3822,26,0,4,5
IR_3823,0,29,0,8
IR_3824,3,7,3,3
IR_3825,1,8,16,6
IR_3827,55,6,37,6
IR_3828,30,13,28,19
IR_3829,2,2,15,2
IR_3830,0,4,14,1
IR_3831,0,0,1,0
IR_3832,160,143,101,53
IR_3833,3,14,9,3
IR_3834,117,101,119,61
IR_3835,34,24,14,6
IR_3836,280,166,165,119
IR_3837,148,65,109,32
IR_3838,97,119,90,60
IR_3839,11,28,7,33
IR_3840,33,9,10,18
IR_3841,24,36,40,25
IR_3842,6,2,0,8
IR_3844,39,16,31,15
IR_3845,53,16,27,13
IR_3846,22,13,5,2
IR_3848,104,0,43,1
IR_3849,6,6,13,9
IR_3851,1,0,2,1
IR_3854,155,109,109,55
IR_3855,26,23,20,15
IR_3856,27,15,21,12
IR_3857,17,12,24,23
IR_3858,9,0,2,2
IR_3859,6,0,1,0
IR_3860,17,15,13,15
IR_3861,0,0,0,0
IR_3862,6,0,0,2
IR_3863,12,7,3,4
IR_3864,10,20,6,21
IR_3865,23,17,159,151
IR_3866,13,2,9,5
IR_3867,2,0,1,3
IR_3868,168,73,57,41
IR_3869,40,23,20,16
IR_3871,115,90,59,50
IR_3872,205,118,295,197
IR_3873,0,2,1,0
IR_3874,0,10,22,0
IR_3875,34,24,5,0
IR_3876,112,81,65,46
IR_3877,0,4,0,0
IR_3878,90,54,65,24
IR_3879,36,7,21,4
IR_3880,0,13,54,1
IR_3882,53,47,106,75
IR_3883,20,12,10,0
IR_3884,23,15,14,15
IR_3885,53,32,58,0
IR_3886,30,35,22,6
IR_3887,38,44,24,13
IR_3888,77,50,1,77
IR_3889,2,9,2,0
IR_3890,17,20,11,5
IR_3891,46,36,27,5
IR_3892,61,67,52,62
IR_3893,16,11,11,9
IR_3894,95,52,51,20
IR_3895,60,32,21,21
IR_3896,0,4,0,7
IR_3897,6,6,11,7
IR_3898,36,23,31,17
IR_3899,141,76,57,36
IR_3900,39,22,22,13
IR_3901,2,0,0,0
IR_3902,18,1,15,2
IR_3903,22,8,6,2
IR_3904,23,15,4,3
IR_3905,17,7,11,0
IR_3906,19,33,16,9
IR_3907,79,30,29,50
IR_3908,0,3,1,7
IR_3909,22,20,22,17
IR_3910,56,54,27,30
IR_3911,43,49,47,9
IR_3912,71,50,76,34
IR_3914,43,32,31,18
IR_3915,41,6,2,1
IR_3916,14,9,0,8
IR_3917,42,22,29,15
IR_3918,21,50,44,7
IR_3919,27,32,18,11
IR_3921,145,139,88,55
IR_3922,9,3,1,4
IR_3924,0,3,1,0
IR_3925,1,8,3,0
IR_3926,30,29,13,0
IR_3927,1,2,1,0
IR_3928,54,36,19,22
IR_3929,38,26,35,56
IR_3930,18,21,13,8
IR_3931,25,19,7,7
IR_3932,34,47,12,4
IR_3933,0,2,4,0
IR_3934,30,9,10,21
IR_3935,25,2,45,1
IR_3936,1,43,1,7
IR_3938,0,2,0,1
IR_3939,33,12,1,2
IR_3940,5,3,2,0
IR_3941,0,0,2,0
IR_3942,27,16,43,14
IR_3943,8,10,6,11
IR_3944,22,40,33,18
IR_3945,8,6,3,13
IR_3946,12,28,31,15
IR_3947,88,43,37,25
IR_3948,44,37,65,24
IR_3949,3,1,2,0
IR_3950,9,19,6,16
IR_3951,3,5,5,7
IR_3952,61,38,86,47
IR_3953,14,10,17,17
IR_3954,42,37,32,6
IR_3956,20,25,12,9
IR_3957,3,2,6,4
IR_3958,47,37,38,34
IR_3959,21,15,7,5
IR_3960,28,24,21,24
IR_3961,1,1,2,0
IR_3962,171,70,160,114
IR_3964,3,5,2,2
IR_3966,3,4,1,0
IR_3967,12,15,3,2
IR_3968,6,1,2,1
IR_3969,28,28,28,10
IR_3970,27,34,14,15
IR_3971,5,3,10,0
IR_3972,14,1,10,5
IR_3973,144,90,69,35
IR_3974,61,39,1,7
IR_3975,9,29,9,11
IR_3976,8,4,4,2
IR_3977,34,36,43,17
IR_3978,0,1,1,2
IR_3979,12,12,8,6
IR_3980,11,17,9,14
IR_3981,7,1,5,6
IR_3982,1,9,21,0
IR_3983,46,27,18,64
IR_3984,110,81,89,75
IR_3986,33,33,23,0
IR_3987,13,7,1,4
IR_3988,1,0,4,0
IR_3989,31,1,53,4
IR_3990,95,2,2,0
IR_3991,15,7,11,10
IR_3992,230,166,60,53
IR_3993,187,206,128,76
IR_3994,132,69,79,34
IR_3995,24,3,5,2
IR_3996,9,5,10,5
IR_3997,24,23,15,6
IR_3998,1,1,2,10
IR_3999,1,10,0,0
IR_4000,27,45,26,21
IR_4001,81,111,50,52
IR_4002,33,0,26,15
IR_4003,25,11,2,2
IR_4004,9,7,21,11
IR_4005,18,7,7,8
IR_4006,29,46,30,8
IR_4007,11262,10536,11858,6584
IR_4008,121,107,55,39
IR_4009,44,39,36,34
IR_4010,26,8,6,17
IR_4011,65,62,29,14
IR_4012,11,11,5,3
IR_4013,34,41,35,5
IR_4014,8,9,2,7
IR_4015,14,6,10,0
IR_4016,76,36,18,8
IR_4018,112,91,131,90
IR_4019,7,3,7,1
IR_4020,39,29,40,19
IR_4021,4,4,13,6
IR_4022,46,38,9,15
IR_4023,18,24,12,5
IR_4024,65,39,46,39
IR_4025,4,0,5,0
IR_4026,1,0,10,2
IR_4027,0,2,6,0
IR_4029,9,6,6,1
IR_4030,0,1,0,0
IR_4032,66,59,62,50
IR_4033,1,6,0,0
IR_4034,37,43,27,25
IR_4035,11,3,1,3
IR_4037,20,6,3,5
IR_4038,72,30,66,18
IR_4039,12,11,8,0
IR_4040,125,77,36,45
IR_4041,31,27,13,27
IR_4042,12,8,4,3
IR_4043,15,8,4,0
IR_4045,106,84,59,50
IR_4046,0,1,2,0
IR_4048,0,15,40,19
IR_4049,12,13,5,0
IR_4050,11,5,20,5
IR_4051,76,24,34,26
IR_4052,18,31,21,13
IR_4053,3,4,1,1
IR_4054,7,5,10,0
IR_4056,2,0,0,2
IR_4058,32,16,15,0
IR_4059,9,0,4,2
IR_4060,30,12,32,8
IR_4061,19,10,11,2
IR_4062,129,55,87,43
IR_4063,11,4,0,1
IR_4064,3,0,0,3
IR_4065,21,4,13,2
IR_4066,9,12,2,0
IR_4067,2,2,3,2
IR_4068,2,0,1,0
IR_4069,20,8,10,10
IR_4070,3,1,4,2
IR_4071,3,9,5,4
IR_4073,2,1,2,4
IR_4074,2,1,5,7
IR_4075,2,2,1,1
IR_4076,0,2,14,0
IR_4077,6,8,7,1
IR_4078,8,35,0,0
IR_4079,46,41,15,12
IR_4080,1,2,22,0
IR_4081,251,229,42,7
IR_4082,0,3,4,0
IR_4083,23,23,9,5
IR_4084,90,56,173,130
IR_4085,74,50,109,30
IR_4086,13,9,12,6
IR_4087,3,3,2,5
IR_4088,2,7,0,4
IR_4089,46,24,27,15
IR_4090,2,1,3,1
IR_4091,5,7,29,8
IR_4092,8,4,218,104
IR_4093,16,0,19,6
IR_4094,1,11,10,3
IR_4096,24,23,10,8
IR_4097,10,4,29,7
IR_4098,7,2,0,1
IR_4099,31,25,12,10
IR_4100,4,6,6,1
IR_4101,104,30,38,13
IR_4102,0,2,0,2
IR_4103,40,27,46,27
IR_4104,0,5,6,9
IR_4105,751,598,344,174
IR_4106,138,153,128,87
IR_4107,6,38,10,10
IR_4108,3,0,0,0
IR_4109,42,31,38,26
IR_4112,39,24,23,13
IR_4113,107,95,63,31
IR_4114,33,14,11,3
IR_4115,27,25,19,12
IR_4116,25,14,10,12
IR_4117,13,0,6,0
IR_4118,16,9,9,3
IR_4119,20,24,3,8
IR_4120,31,18,22,8
IR_4121,13,5,10,8
IR_4122,133,138,124,137
IR_4123,117,114,56,41
IR_4124,40,1,24,20
IR_4125,3,1,8,5
IR_4126,30,3,14,13
IR_4127,6,2,16,6
IR_4128,0,0,5,0
IR_4129,0,0,0,0
IR_4130,5,6,0,7
IR_4131,5,5,3,5
IR_4132,7,5,3,3
IR_4133,7,7,3,3
IR_4134,1,15,0,5
IR_4135,59,30,37,16
IR_4136,10,0,2,6
IR_4137,7,0,0,0
IR_4138,0,3,0,1
IR_4139,5,0,2,0
IR_4140,2,0,9,1
IR_4141,30,25,27,21
IR_4142,12,3,0,4
IR_4143,0,1,17,2
IR_4144,18,14,4,5
IR_4145,167,125,89,50
IR_4146,105,75,18,14
IR_4149,1,3,4,2
IR_4150,84,70,28,47
IR_4151,2,1,0,0
IR_4152,0,3,0,2
IR_4153,13,12,22,10
IR_4154,9,21,10,7
IR_4155,30,7,35,48
IR_4156,2,3,2,7
IR_4159,42,9,22,12
IR_4161,8,14,6,3
IR_4162,10,5,13,0
IR_4163,11,8,5,4
IR_4164,17,39,38,40
IR_4165,18,54,67,44
IR_4166,52,41,68,47
IR_4167,58,62,73,50
IR_4168,37,49,102,38
IR_4169,5,3,14,0
IR_4170,6,3,9,0
IR_4171,47,33,33,38
IR_4172,3,2,9,4
IR_4173,19,12,25,9
IR_4174,24,19,7,6
IR_4175,96,59,44,52
IR_4176,33,27,15,13
IR_4177,49,0,2,16
IR_4178,7,36,10,10
IR_4179,14,22,11,8
IR_4180,75,63,60,36
IR_4181,10,3,2,0
IR_4182,9,8,4,1
IR_4184,0,17,0,0
IR_4185,19,5,6,0
IR_4186,59,29,35,13
IR_4187,56,30,14,4
IR_4190,0,2,0,0
IR_4191,144,29,86,33
IR_4192,16,26,41,16
IR_4193,301,207,99,58
IR_4194,168,127,113,112
IR_4195,51,33,26,13
IR_4196,50,32,66,22
IR_4197,24,19,4,4
IR_4198,3,2,2,1
IR_4199,19,6,8,1
IR_4200,6,0,0,0
IR_4201,0,1,2,0
IR_4202,466,305,232,132
IR_4203,30,15,7,1
IR_4204,46,45,45,25
IR_4205,5,13,10,2
IR_4206,52,47,27,25
IR_4207,49,42,85,83
IR_4208,0,0,3,0
IR_4209,25,13,20,5
IR_4210,2,1,0,2
IR_4211,27,8,8,10
IR_4212,61,34,37,15
IR_4213,21,12,6,7
IR_4214,6,4,2,1
IR_4215,8,4,13,4
IR_4216,16,0,1,3
IR_4217,6,4,4,0
IR_4218,83,55,39,25
IR_4219,1,0,0,2
IR_4220,4,0,3,1
IR_4221,256,273,391,309
IR_4222,0,0,0,0
IR_4224,17,20,16,6
IR_4225,15,16,17,11
IR_4226,8,8,12,4
IR_4227,99,95,56,71
IR_4229,17,4,8,4
IR_4230,16,37,5,14
IR_4231,9,11,9,5
IR_4232,4,1,0,1
IR_4233,28,9,13,0
IR_4234,4,17,0,8
IR_4235,5,3,3,0
IR_4236,28,17,16,17
IR_4237,3,14,0,0
IR_4238,32,35,24,73
IR_4239,345,238,155,104
IR_4240,13,4,18,6
IR_4241,29,13,26,13
IR_4242,115,46,52,30
IR_4243,26,16,20,9
IR_4244,16,20,3,4
IR_4245,1,5,2,0
IR_4246,2,4,2,1
IR_4248,5,8,10,7
IR_4249,72,38,26,16
IR_4250,142,114,37,37
IR_4251,283,321,252,165
IR_4252,8,3,3,0
IR_4253,35,24,20,19
IR_4254,20,16,9,7
IR_4255,2,3,6,6
IR_4256,18,32,28,32
IR_4257,2,7,4,7
IR_4258,27,4,28,18
IR_4259,11,14,9,21
IR_4260,3,1,1,0
IR_4261,22,16,10,13
IR_4262,11,15,2,7
IR_4263,21,23,16,4
IR_4264,44,36,7,12
IR_4265,56,25,25,13
IR_4266,46,3,39,0
IR_4267,49,11,28,27
IR_4268,38,33,23,14
IR_4269,15,16,10,2
IR_4270,50,50,46,31
IR_4271,11,7,7,5
IR_4272,24,14,12,0
IR_4273,48,21,23,22
IR_4275,131,47,67,41
IR_4277,18,7,13,9
IR_4278,20,3,21,4
IR_4279,2,6,0,0
IR_4280,78,47,36,33
IR_4281,34,16,22,8
IR_4282,63,65,22,18
IR_4283,19,22,16,25
IR_4284,8,8,6,3
IR_4285,4,3,5,0
IR_4286,20,5,29,21
IR_4287,73,27,44,5
IR_4288,10,12,23,17
IR_4289,25,27,0,0
IR_4290,12,5,8,1
IR_4291,29,19,30,10
IR_4292,0,0,11,0
IR_4293,33,47,27,0
IR_4294,1,1,0,0
IR_4296,17,14,0,5
IR_4297,64,62,51,17
IR_4298,5,27,5,3
IR_4299,76,22,42,32
IR_4301,33,23,25,15
IR_4302,40,8,18,19
IR_4303,233,138,99,70
IR_4304,3,0,0,0
IR_4305,1,0,8,0
IR_4306,13,15,5,9
IR_4307,12,0,18,0
IR_4308,132,22,56,8
IR_4309,0,0,2,0
IR_4310,0,0,0,0
IR_4312,9,13,9,5
IR_4313,9,5,11,12
IR_4314,127,99,79,52
IR_4315,49,29,27,11
IR_4316,6,0,4,1
IR_4317,81,50,91,71
IR_4318,13,18,17,21
IR_4319,5,16,2,19
IR_4320,2,16,1,28
IR_4321,0,21,26,0
IR_4322,0,2,0,3
IR_4324,4,2,5,1
IR_4326,37,18,15,0
IR_4327,29,19,15,14
IR_4328,6,3,1,3
IR_4329,0,1,0,1
IR_4332,1,2,1,1
IR_4334,8,16,6,6
IR_4335,31,24,43,9
IR_4336,10,20,4,22
IR_4338,2,3,2,1
IR_4340,12,8,6,4
IR_4341,11,8,3,0
IR_4342,0,25,4,0
IR_4343,26,23,17,19
IR_4344,72,28,19,15
IR_4345,60,61,32,13
IR_4346,52,16,35,36
IR_4347,42,26,3226,2530
IR_4348,24,8,41,29
IR_4349,0,12,12,8
IR_4350,17,11,28,0
IR_4351,9,14,19,6
IR_4352,3,14,10,0
IR_4353,26,12,13,18
IR_4354,122,22,63,18
IR_4356,0,0,0,1
IR_4358,21,5,9,8
IR_4359,68,60,51,35
IR_4360,19,26,15,8
IR_4361,4,4,2,1
IR_4362,65,38,26,33
IR_4363,8,7,9,2
IR_4364,42,6,1,1
IR_4365,22,9,12,8
IR_4366,0,0,2,0
IR_4367,0,0,0,0
IR_4368,62,62,73,52
IR_4369,23,0,0,0
IR_4370,107,70,88,28
IR_4371,205,143,131,68
IR_4372,4,4,6,1
IR_4374,22,4,9,4
IR_4375,39,18,34,12
IR_4376,19,10,21,0
IR_4377,43,21,21,0
IR_4378,20,19,16,9
IR_4379,21,12,22,12
IR_4380,24,19,19,11
IR_4381,56,65,73,49
IR_4382,0,7,4,0
IR_4383,12,0,17,10
IR_4384,19,17,3,0
IR_4385,28,23,13,7
IR_4386,52,4,25,0
IR_4387,43,31,19,6
IR_4388,12,6,11,1
IR_4389,14,12,7,6
IR_4390,1,1,0,0
IR_4392,87,55,52,32
IR_4393,6,11,11,0
IR_4394,26,15,26,19
IR_4395,44,42,26,25
IR_4397,48,61,32,25
IR_4398,87,44,29,23
IR_4399,7,0,10,25
IR_4400,22,8,6,24
IR_4401,59,48,26,25
IR_4402,154,107,72,64
IR_4403,14,7,23,11
IR_4404,5,0,4,13
IR_4405,1,7,3,0
IR_4406,16,23,9,12
IR_4407,60,49,21,17
IR_4408,22,6,10,12
IR_4409,9,5,2,12
IR_4410,11,21,33,18
IR_4411,10,3,1,2
IR_4412,62,46,41,27
IR_4413,13,0,9,27
IR_4414,24,26,14,2
IR_4415,8,1,10,0
IR_4416,2,2,2,2
IR_4417,44,18,23,0
IR_4418,61,29,39,28
IR_4419,82,39,35,25
IR_4420,2,2,1,7
IR_4421,17,5,35,23
IR_4422,17,15,45,20
IR_4424,0,1,2,0
IR_4425,19,15,13,11
IR_4429,45,31,21,14
IR_4430,100,76,98,56
IR_4431,20,9,0,0
IR_4432,23,7,11,13
IR_4433,199,192,211,152
IR_4434,7,6,4,1
IR_4436,66,60,32,25
IR_4438,32,18,7,11
IR_4439,4,2,0,0
IR_4440,24,42,71,40
IR_4441,15,18,9,4
IR_4442,5,0,13,27
IR_4443,10,2,9,6
IR_4445,0,4,1,1
IR_4446,9,4,125,5
IR_4447,0,0,0,0
IR_4450,15,8,7,8
IR_4451,105,72,54,28
IR_4452,0,4,0,2
IR_4453,0,0,0,9
IR_4454,6,12,7,5
IR_4455,2,19,0,10
IR_4456,13,10,8,8
IR_4457,0,0,0,1
IR_4458,24,22,3,1
IR_4459,62,49,56,32
IR_4460,20,12,7,13
IR_4461,10,16,10,9
IR_4462,8,23,15,3
IR_4463,8,0,2,2
IR_4465,146,195,80,64
IR_4466,4,4,1,2
IR_4467,15,25,36,7
IR_4468,1,0,1,3
IR_4469,10,3,2,0
IR_4470,9,23,9,2
IR_4471,49,72,38,27
IR_4473,115,50,38,23
IR_4474,91,49,33,34
IR_4475,47,23,25,27
IR_4476,122,120,115,171
IR_4477,0,26,2,0
IR_4478,48,42,36,46
IR_4479,63,30,29,37
IR_4480,80,77,42,18
IR_4481,75,61,62,13
IR_4482,13,6,7,3
IR_4483,8,6,4,4
IR_4484,31,24,20,24
IR_4485,105,76,105,55
IR_4487,18,3,20,6
IR_4488,38,22,42,16
IR_4489,47,63,52,58
IR_4491,1,4,2,0
IR_4493,218,151,203,97
IR_4494,0,0,2,1
IR_4495,13,22,9,3
IR_4496,6,2,5,11
IR_4497,12,5,5,2
IR_4498,0,2,0,1
IR_4499,0,1,0,0
IR_4500,1,1,0,9
IR_4501,2,1,0,1
IR_4502,0,0,0,0
IR_4503,10,5,5,6
IR_4504,84,67,15,12
IR_4505,5,4,1,1
IR_4506,4,5,1,1
IR_4507,20,21,59,16
IR_4508,6,7,6,16
IR_4509,41,61,62,32
IR_4510,1,2,1,0
IR_4512,0,13,0,0
IR_4513,35,25,20,26
IR_4514,8,9,13,11
IR_4515,1,4,0,0
IR_4518,0,0,0,2
IR_4519,3,8,1,5
IR_4520,1,2,0,1
IR_4522,9,1,21,0
IR_4523,1,0,7,0
IR_4525,22,15,7,4
IR_4526,36,5,18,0
IR_4527,2,2,1,1
IR_4528,27,26,14,20
IR_4529,10,7,11,9
IR_4531,10,1,0,3
IR_4532,17,20,11,21
IR_4533,16,15,12,6
