Name,white_1,white_2,red_1,red_2
IR_4534,4,14,10,3
IR_4535,0,0,0,0
IR_4536,30,13,33,8
IR_4537,93,88,87,18
IR_4539,1,2,7,2
IR_4541,39,0,14,3
IR_4542,7,18,15,0
IR_4543,0,3,0,0
IR_4544,1,3,1,6
IR_4545,21,15,3,11
IR_4546,31,14,7,0
IR_4548,8,1,2,3
IR_4549,4,3,10,8
IR_4550,1,3,7,4
IR_4551,45,25,42,15
IR_4552,37,38,41,28
IR_4554,2,1,2,1
IR_4555,29,29,52,34
IR_4556,6,5,0,0
IR_4557,34,24,30,9
IR_4558,26,18,14,18
IR_4559,12,5,17,8
IR_4560,5,12,30,13
IR_4561,14,12,7,12
IR_4562,16,18,10,3
IR_4563,7,4,3,0
IR_4564,22,28,12,28
IR_4566,12,12,16,1
IR_4567,3,0,0,0
IR_4568,30,29,25,21
IR_4569,9,22,2,0
IR_4570,0,2,3,1
IR_4571,8,15,7,8
IR_4572,40,27,12,10
IR_4573,25,15,9,1
IR_4574,7,8,3,20
IR_4575,11,11,8,4
IR_4576,9,21,8,5
IR_4578,12,4,5,3
IR_4579,5,5,0,1
IR_4580,147,120,174,86
IR_4581,0,0,7,0
IR_4582,24,12,29,12
IR_4583,17,0,4,1
IR_4584,31,1,27,2
IR_4585,11,2,2,0
IR_4586,7,6,4,11
IR_4587,16,14,33,30
IR_4588,0,0,0,1
IR_4589,6,4,3,1
IR_4590,4,1,0,0
IR_4591,13,13,19,4
IR_4592,0,1,1,4
IR_4593,7,2,0,0
IR_4594,7,12,14,0
IR_4595,0,0,4,6
IR_4596,7,0,3,9
IR_4598,1,0,0,0
IR_4599,2,1,0,2
IR_4600,0,2,8,4
IR_4601,5,4,2,1
IR_4603,7,7,6,4
IR_4604,7,9,7,0
IR_4605,3,0,5,0
IR_4607,12,9,60,29
IR_4608,0,1,9,7
IR_4610,7,0,6,8
IR_4612,15,12,7,7
IR_4613,74,69,74,20
IR_4614,0,9,2,6
IR_4615,0,0,0,1
IR_4616,10,3,7,2
IR_4617,1,0,0,0
IR_4618,1,0,0,0
IR_4619,13,21,11,9
IR_4620,7,5,8,2
IR_4621,5,11,3,6
IR_4622,3,4,0,3
IR_4625,19,12,18,7
IR_4626,2,0,2,1
IR_4627,14,18,32,14
IR_4628,12,3,2,3
IR_4629,9,25,1,1
IR_4630,12,6,2,2
IR_4631,129,72,30,39
IR_4632,83,91,46,30
IR_4633,8,23,15,2
IR_4634,74,62,26,24
IR_4635,73,55,17,19
IR_4636,195,178,120,54
IR_4637,12,9,4,3
IR_4638,21,19,21,17
IR_4639,7,13,11,13
IR_4640,22,23,22,14
IR_4641,291,227,227,170
IR_4642,6,5,0,6
IR_4643,24,27,19,20
IR_4645,37,11,17,39
IR_4646,43,47,27,35
IR_4648,35,20,5,4
IR_4649,12,25,9,2
IR_4650,23,58,11,5
IR_4651,27,33,23,15
IR_4652,22,14,9,6
IR_4653,8,6,8,5
IR_4654,5,10,7,0
IR_4655,38,28,16,17
IR_4656,42,15,73,42
IR_4657,1,0,2,0
IR_4658,8,3,0,1
IR_4659,6,2,3,1
IR_4660,10,6,13,2
IR_4661,18,22,21,11
IR_4662,112,86,63,25
IR_4663,0,0,0,0
IR_4664,30,18,18,21
IR_4665,72,46,18,13
IR_4666,15,14,13,9
IR_4667,51,17,26,0
IR_4668,17,0,12,0
IR_4670,43,61,58,38
IR_4671,29,23,22,15
IR_4672,4,2,1,4
IR_4673,17,38,15,17
IR_4674,118,68,25,35
IR_4675,104,62,53,57
IR_4676,4,2,7,1
IR_4677,22,17,11,8
IR_4678,1,8,0,7
IR_4679,10,64,33,12
IR_4680,86,79,1,0
IR_4681,14,24,12,7
IR_4682,21,5,31,6
IR_4683,11,12,3,3
IR_4684,12,8,8,5
IR_4685,14,11,3,0
IR_4686,20,29,9,0
IR_4687,49,25,32,23
IR_4688,1,12,10,4
IR_4689,39,44,57,17
IR_4690,3,1,0,0
IR_4691,0,0,0,0
IR_4692,5,0,9,3
IR_4693,25,171,46,171
IR_4695,6,38,29,61
IR_4697,3,0,2,0
IR_4698,10,6,14,8
IR_4699,6,17,6,7
IR_4700,0,9,2,1
IR_4701,15,5,5,10
IR_4702,1,1,3,7
IR_4703,15,11,14,4
IR_4704,3,4,9,5
IR_4705,99,68,82,35
IR_4706,8,4,9,12
IR_4707,19,6,15,0
IR_4708,1,10,28,1
IR_4709,16,37,14,15
IR_4710,0,0,3,4
IR_4711,31,22,3,4
IR_4712,28,40,12,15
IR_4713,58,27,38,2
IR_4714,130,77,120,59
IR_4715,9,9,50,49
IR_4716,20,16,118,42
IR_4717,18,5,1,1
IR_4718,78,31,60,0
IR_4719,28,35,34,19
IR_4720,68,48,35,32
IR_4721,284,191,113,69
IR_4722,28,13,52,32
IR_4723,18,20,16,25
IR_4724,1,0,0,1
IR_4726,42,19,8,13
IR_4727,16,18,10,7
IR_4728,64,68,32,33
IR_4729,141,109,105,42
IR_4730,17,10,27,7
IR_4731,30,29,20,12
IR_4732,9,9,6,1
IR_4733,105,62,53,43
IR_4734,255,187,206,125
IR_4736,65,73,96,131
IR_4737,47,16,23,0
IR_4738,609,719,815,577
IR_4739,97,44,137,86
IR_4740,0,0,32,37
IR_4742,2,1,1,2
IR_4743,23,15,18,4
IR_4744,43,37,27,20
IR_4745,8,6,2,4
IR_4746,15,17,14,28
IR_4747,16,31,16,15
IR_4748,107,101,80,101
IR_4749,5,13,1,7
IR_4751,10,7,7,0
IR_4752,31,21,27,32
IR_4753,44,32,28,17
IR_4754,18,16,23,9
IR_4755,0,0,6,1
IR_4756,6,5,0,3
IR_4757,80,39,26,25
IR_4758,0,0,9,17
IR_4759,3,1,0,4
IR_4760,3,1,1,0
IR_4761,5,3,6,2
IR_4762,50,28,25,14
IR_4763,31,12,40,11
IR_4764,8,0,3,12
IR_4765,3,4,5,1
IR_4766,54,41,116,56
IR_4767,0,7,6,2
IR_4768,7,6,3,5
IR_4769,31,18,12,11
IR_4770,21,9,8,9
IR_4771,22,31,2,3
IR_4772,368,361,388,200
IR_4773,0,0,11,0
IR_4774,55,65,7,37
IR_4775,11,0,5,1
IR_4776,21,6,6,12
IR_4777,6,3,7,2
IR_4778,101,85,128,97
IR_4779,96,45,79,58
IR_4780,41,17,7,18
IR_4781,194,173,96,58
IR_4782,9,7,3,2
IR_4783,17,12,1,0
IR_4784,7,5,5,1
IR_4785,20,1,5,0
IR_4786,13,0,7,14
IR_4787,40,7,7,15
IR_4792,11,6,12,1
IR_4793,9,9,12,5
IR_4794,1,8,15,0
IR_4795,12,12,4,2
IR_4796,39,39,15,18
IR_4797,19,6,12,4
IR_4798,4,1,8,0
IR_4799,25,26,9,14
IR_4800,22,9,13,14
IR_4801,47,26,33,5
IR_4802,0,4,0,5
IR_4803,162,152,106,79
IR_4804,24,12,11,4
IR_4805,7,16,20,0
IR_4807,6,1,30,57
IR_4808,40,14,28,2
IR_4809,8,5,3,6
IR_4810,22,3,2,20
IR_4811,56,0,15,5
IR_4812,19,16,18,1
IR_4814,52,11,60,11
IR_4815,294,246,127,126
IR_4816,29,4,6,26
IR_4817,55,52,27,16
IR_4818,48,34,70,29
IR_4819,25,14,2,0
IR_4820,26,25,9,3
IR_4821,118,93,67,32
IR_4822,25,27,10,8
IR_4824,3,24,0,3
IR_4825,5,4,2,23
IR_4826,6,17,6,10
IR_4827,8,10,7,5
IR_4828,23,5,11,6
IR_4829,119,98,150,60
IR_4830,5,2,2,2
IR_4831,12,6,3,3
IR_4833,12,13,10,9
IR_4834,2,3,0,0
IR_4835,32,13,9,15
IR_4836,0,1,0,1
IR_4837,8,15,8,8
IR_4839,37,33,13,5
IR_4840,11,9,6,3
IR_4841,10,6,1,1
IR_4842,11,9,14,5
IR_4843,12,17,0,3
IR_4844,34,16,12,5
IR_4845,3,0,3,16
IR_4846,1370,1049,460,654
IR_4847,4,4,0,0
IR_4848,15,2,0,3
IR_4849,11,11,17,22
IR_4850,25,23,12,17
IR_4851,8,3,8,6
IR_4852,4,1,3,4
IR_4853,0,2,0,0
IR_4854,9,10,2,4
IR_4856,2,1,1,0
IR_4857,15,3,3,3
IR_4858,14,15,5,16
IR_4859,14,10,10,2
IR_4860,9,9,1,2
IR_4861,8,3,2,13
IR_4862,26,4,4,0
IR_4863,34,35,57,49
IR_4864,9,1,2,5
IR_4865,8,2,4,5
IR_4866,16,23,13,11
IR_4867,10,5,0,0
IR_4868,375,308,153,118
IR_4869,30,35,7,0
IR_4870,6,5,7,0
IR_4871,4,8,4,0
IR_4872,48,37,22,24
IR_4873,0,4,0,0
IR_4874,20,36,11,13
IR_4876,10,8,5,9
IR_4877,9,0,0,0
IR_4878,3,2,0,3
IR_4879,3,0,2,0
IR_4880,1,6,9,1
IR_4881,6,5,16,0
IR_4882,89,26,16,15
IR_4883,11,14,10,9
IR_4884,7,2,0,3
IR_4885,16,15,2,10
IR_4886,13,6,8,15
IR_4887,0,1,0,7
IR_4889,12,1,7,3
IR_4890,2,2,1,3
IR_4891,12,4,0,13
IR_4892,8,6,1,10
IR_4893,499,284,472,248
IR_4894,16,6,14,3
IR_4895,55,51,41,11
IR_4896,137,78,65,30
IR_4897,17,4,8,6
IR_4898,11,16,5,3
IR_4899,5,8,10,9
IR_4900,3,2,5,3
IR_4901,90,100,62,33
IR_4902,12,1,14,4
IR_4903,7,3,1,1
IR_4904,10,16,7,1
IR_4905,16,12,8,3
IR_4906,8,10,5,4
IR_4907,30,19,32,16
IR_4908,0,12,12,1
IR_4909,38,10,22,14
IR_4910,0,0,1,0
IR_4911,6,1,1,1
IR_4912,0,2,1,0
IR_4913,13,3,4,4
IR_4914,20,7,0,8
IR_4915,21,12,6,1
IR_4916,0,0,0,6
IR_4917,15,13,18,30
IR_4918,37,15,4,15
IR_4919,4,2,0,0
IR_4920,7,0,0,0
IR_4923,28,17,20,0
IR_4924,13,12,11,3
IR_4925,17,8,4,0
IR_4926,7,14,3,1
IR_4927,28,19,18,7
IR_4928,6,11,1,8
IR_4930,0,2,0,0
IR_4931,21,11,18,12
IR_4932,3,1,1,5
IR_4933,33,0,0,3
IR_4934,24,9,0,10
IR_4935,5,2,3,3
IR_4936,0,1,7,0
IR_4937,15,14,9,2
IR_4938,4,13,11,0
IR_4939,7,13,34,7
IR_4940,21,6,18,6
IR_4941,8,7,1,0
IR_4942,1,1,1,0
IR_4943,1,7,3,0
IR_4944,19,16,8,7
IR_4945,72,70,63,15
IR_4946,6,5,0,4
IR_4947,42,21,7,7
IR_4948,76,63,58,30
IR_4949,15,10,11,8
IR_4950,3,6,4,8
IR_4951,20,4,47,29
IR_4952,0,0,11,2
IR_4953,19,27,33,19
IR_4954,2,6,9,2
IR_4955,28,21,4,16
IR_4956,7,1,67,1
IR_4957,14,3,10,2
IR_4958,24,37,38,24
IR_4959,5,4,0,4
IR_4960,11,0,3,10
IR_4961,20,3,2,15
IR_4962,28,27,0,18
IR_4963,52,19,19,6
IR_4964,255,248,146,104
IR_4965,122,64,91,52
IR_4966,297,182,182,152
IR_4967,1,8,0,3
IR_4968,3,1,0,0
IR_4969,18,12,0,9
IR_4971,1,2,1,2
IR_4972,21,5,16,11
IR_4973,40,26,8,5
IR_4974,39,48,15,13
IR_4975,56,83,54,20
IR_4976,141,89,77,52
IR_4978,1,1,0,0
IR_4979,142,113,72,50
IR_4980,3,6,3,0
IR_4981,2,1,7,0
IR_4982,3,5,1,2
IR_4983,9,27,13,8
IR_4984,17,5,9,7
IR_4985,25,24,23,24
IR_4986,37,2,64,7
IR_4987,5,50,41,34
IR_4988,70,86,83,113
IR_4989,3,7,4,1
IR_4990,5,4,2,1
IR_4991,70,32,31,25
IR_4992,14,48,17,30
IR_4993,59,77,21,31
IR_4994,68,49,31,39
IR_4995,58,50,19,28
IR_4996,65,38,43,18
IR_4998,32,49,17,15
IR_5000,26,20,0,32
IR_5001,0,0,0,0
IR_5002,47,39,22,21
IR_5003,20,36,29,30
IR_5004,39,31,31,10
IR_5005,3,0,22,16
IR_5006,14,5,10,5
IR_5007,63,42,40,27
IR_5008,2,1,3,0
IR_5009,27,20,8,1
IR_5010,1,1,0,9
IR_5011,14,10,22,1
IR_5012,2,4,4,1
IR_5013,46,46,37,4
IR_5014,0,0,2,0
IR_5015,1,2,0,0
IR_5016,13,7,9,3
IR_5017,14,9,11,0
IR_5018,92,73,32,8
IR_5019,21,19,16,7
IR_5020,13,15,9,3
IR_5021,86,58,34,27
IR_5022,157,113,60,49
IR_5023,20,19,8,1
IR_5024,79,38,35,24
IR_5025,19,1,20,0
IR_5026,19,9,6,3
IR_5027,2,0,0,0
IR_5028,51,20,39,18
IR_5029,0,6,1,2
IR_5030,22,17,12,12
IR_5031,10,6,6,7
IR_5032,4,0,2,11
IR_5033,55,50,93,45
IR_5034,60,54,99,48
IR_5035,161,116,127,69
IR_5036,145,87,76,40
IR_5037,6,7,9,1
IR_5038,29,55,86,46
IR_5039,7,11,4,8
IR_5040,57,47,15,23
IR_5041,32,10,0,3
IR_5042,7,0,0,3
IR_5043,1,0,4,1
IR_5044,4,0,1,1
IR_5045,37,1,2,5
IR_5046,3,4,2,1
IR_5048,8,5,8,5
IR_5049,0,1,6,0
IR_5050,31,17,21,19
IR_5051,18,16,6,12
IR_5052,38,53,24,12
IR_5053,0,5,0,3
IR_5054,1,12,18,5
IR_5055,64,50,77,68
IR_5057,26,22,31,18
IR_5059,24,50,0,1
IR_5060,24,22,8,5
IR_5061,64,52,35,25
IR_5062,34,47,18,20
IR_5063,35,37,24,29
IR_5064,76,61,24,28
IR_5065,4,1,2,1
IR_5066,0,0,6,0
IR_5067,16,1,19,26
IR_5068,13,12,13,3
IR_5069,1,1,33,15
IR_5070,1,0,0,0
IR_5071,3,1,0,0
IR_5072,5,1,0,0
IR_5073,20,2,6,6
IR_5074,39,32,46,31
IR_5075,34,14,12,18
IR_5076,1,0,1,0
IR_5077,91,46,79,44
IR_5078,87,78,118,31
IR_5079,7,5,1,1
IR_5080,19,8,10,20
IR_5081,7,13,0,0
IR_5082,2,0,1,2
IR_5083,25,14,38,25
IR_5084,144,101,48,72
IR_5085,19,15,9,22
IR_5086,2,12,1,1
IR_5087,53,25,82,32
IR_5088,50,23,24,11
IR_5089,27,21,13,9
IR_5090,20,43,10,19
IR_5091,33,24,33,10
IR_5092,4,3,0,1
IR_5093,19,6,2,16
IR_5094,3,0,2,4
IR_5095,7,13,7,12
IR_5096,9,9,9,3
IR_5097,62,49,69,35
IR_5098,110,48,119,24
IR_5099,59,30,27,11
IR_5100,21,4,12,1
IR_5101,39,14,4,0
IR_5102,42,31,13,9
IR_5103,6,4,2,0
IR_5104,51,34,39,29
IR_5105,77,43,12,13
IR_5106,58,29,26,13
IR_5107,24,15,6,11
IR_5109,6,1,6,3
IR_5110,0,11,10,2
IR_5111,29,8,25,12
IR_5112,23,9,7,4
IR_5114,20,0,21,0
IR_5115,16,0,19,4
IR_5116,49,34,28,23
IR_5118,0,0,17,0
IR_5120,12,8,0,8
IR_5122,6,15,29,8
IR_5125,0,4,0,0
IR_5126,59,35,42,29
IR_5127,36,19,5,4
IR_5131,33,25,18,4
IR_5132,3,3,4,2
IR_5133,11,14,12,4
IR_5134,1,6,5,0
IR_5135,1,72,31,1
IR_5137,53,45,29,20
IR_5138,11,0,1,0
IR_5139,0,4,0,0
IR_5140,14,6,5,10
IR_5141,0,1,0,1
IR_5142,32,12,10,8
IR_5143,63,20,23,14
IR_5144,2,0,0,0
IR_5146,41,12,7,6
IR_5147,5,0,5,2
IR_5148,7,1,0,0
IR_5149,62,34,32,25
IR_5151,15,5,13,5
IR_5152,8,18,18,1
IR_5153,84,54,62,43
IR_5154,52,32,17,12
IR_5155,26,7,16,4
IR_5156,20,21,5,1
IR_5157,2,0,36,0
IR_5158,62,86,88,47
IR_5159,39,35,62,12
IR_5160,23,29,26,24
IR_5161,48,22,37,22
IR_5162,11,1,0,3
IR_5163,10,7,2,3
IR_5164,45,56,19,19
IR_5165,92,58,38,9
IR_5166,1,1,4,1
IR_5167,180,114,96,64
IR_5168,0,1,5,0
IR_5169,15,18,4,6
IR_5170,30,21,20,10
IR_5171,21,11,14,9
IR_5172,22,14,6,17
IR_5173,18,41,3,9
IR_5174,150,128,255,117
IR_5177,4,0,3,0
IR_5178,24,19,17,9
IR_5179,19,41,24,25
IR_5180,9,12,19,7
IR_5181,29,16,52,14
IR_5183,2,1,1,0
IR_5184,92,104,25,27
IR_5185,4,10,5,11
IR_5186,26,27,37,22
IR_5187,19,20,12,8
IR_5188,20,19,16,5
IR_5189,17,9,14,3
IR_5190,3,3,4,1
IR_5191,54,88,31,27
IR_5192,4,0,2,0
IR_5194,0,0,0,0
IR_5195,26,11,52,26
IR_5197,10,0,0,0
IR_5199,1,0,1,0
IR_5200,13,10,9,2
IR_5201,12,16,27,17
IR_5202,9,6,2,11
IR_5203,3,2,15,1
IR_5204,62,56,48,41
IR_5205,64,54,43,45
IR_5207,1,0,9,1
IR_5209,8,0,1,0
IR_5210,0,0,1,0
IR_5212,5,0,2,1
IR_5215,0,0,10,0
IR_5216,0,0,2,2
IR_5217,22,16,19,8
IR_5218,12,8,0,4
IR_5219,20,1,1,0
IR_5220,8,28,22,13
IR_5221,7,0,2,0
IR_5222,25,12,11,0
IR_5223,40,15,0,4
IR_5224,19,19,10,2
IR_5225,4,4,5,3
IR_5226,0,15,2,1
IR_5227,20,8,13,8
IR_5228,10,4,1,5
IR_5229,3,1,1,15
IR_5230,14,11,6,6
IR_5231,73,64,76,64
IR_5232,26,15,12,10
IR_5233,19,11,5,7
IR_5234,1,5,1,1
IR_5235,2,0,0,2
IR_5236,6,12,4,6
IR_5237,75,65,6,13
IR_5238,4,3,1,7
IR_5239,15,0,7,6
IR_5240,38,21,30,18
IR_5241,26,28,52,27
IR_5242,209,159,231,188
IR_5244,49,7,16,8
IR_5246,213,143,200,83
IR_5247,1,3,17,0
IR_5248,34,10,27,22
IR_5250,3,1,3,1
IR_5251,15,0,0,0
IR_5252,13,4,5,1
IR_5253,16,13,53,28
IR_5254,36,21,44,21
IR_5255,186,133,145,90
IR_5256,52,30,33,11
IR_5257,14,36,38,19
IR_5258,9,3,9,6
IR_5259,7,10,11,1
IR_5260,58,35,53,15
IR_5261,16,13,14,9
IR_5262,115,94,79,55
IR_5263,273,216,189,114
IR_5265,52,52,36,18
IR_5266,2,17,0,0
IR_5267,1,1,0,2
IR_5269,5,35,15,36
IR_5270,5,1,5,5
IR_5271,3,1,3,0
IR_5273,1,1,0,2
IR_5275,0,0,1,0
IR_5276,1,5,17,15
IR_5277,10,4,19,10
IR_5278,1,2,0,0
IR_5279,7,7,1,1
IR_5280,36,40,61,62
IR_5281,22,43,38,36
IR_5282,0,8,1,7
IR_5283,16,4,17,4
IR_5284,15,14,9,4
IR_5285,17,6,15,8
IR_5286,12,7,4,2
IR_5287,13,1,0,0
IR_5288,2,0,1,3
IR_5289,2,0,0,5
IR_5290,19,13,13,6
IR_5291,19,20,11,13
IR_5292,12,6,1,10
IR_5293,6,0,1,1
IR_5294,37,24,31,21
IR_5295,0,1,0,0
IR_5296,0,0,2,3
IR_5297,10,0,10,0
IR_5298,4,3,0,1
IR_5299,13,2,0,22
IR_5300,21,8,0,9
IR_5302,0,1,1,0
IR_5303,6,0,0,0
IR_5304,1,1,5,1
IR_5305,7,4,6,1
IR_5307,89,73,65,41
IR_5309,76,120,53,52
IR_5310,21,21,8,4
IR_5311,12,3,9,2
IR_5312,13,20,9,13
IR_5313,26,35,19,12
IR_5314,9,7,3,1
IR_5315,14,23,24,2
IR_5316,10,4,3,1
IR_5317,18,33,23,3
IR_5318,21,21,21,0
IR_5320,173,155,75,57
IR_5321,159,169,91,85
IR_5322,60,26,34,10
IR_5323,58,40,16,21
IR_5324,5,7,20,18
IR_5325,1,1,0,6
IR_5326,0,9,20,1
IR_5327,22,15,7,28
IR_5328,2,0,1,0
IR_5329,9,0,4,2
IR_5330,1494,880,816,517
IR_5331,24,47,12,4
IR_5332,0,0,0,0
IR_5333,11,1,0,0
IR_5334,5,7,14,1
IR_5335,18,8,21,1
IR_5336,0,0,0,0
IR_5337,8,6,9,1
IR_5338,23,16,7,8
IR_5339,22,0,0,0
IR_5340,11,15,16,10
IR_5342,29,31,30,15
IR_5343,2,6,2,4
IR_5344,17,13,17,5
IR_5345,22,22,30,13
IR_5346,41,18,53,0
IR_5347,49,35,27,15
IR_5348,4,1,5,1
IR_5349,3,4,0,5
IR_5350,89,35,32,20
IR_5351,137,100,95,52
IR_5352,269,331,169,187
IR_5354,31,25,28,12
IR_5355,52,29,28,17
IR_5356,39,19,19,61
IR_5357,48,39,42,22
IR_5358,40,38,35,10
IR_5362,2,40,22,2
IR_5363,218,115,167,25
IR_5364,26,24,26,14
IR_5365,51,39,19,19
IR_5366,18,1,66,5
IR_5367,44,9,0,0
IR_5368,33,43,57,10
IR_5369,10,9,15,2
IR_5370,12,9,10,7
IR_5371,10,5,10,0
IR_5372,1,1,0,1
IR_5373,1,0,1,1
IR_5374,135,77,79,58
IR_5375,21,16,13,18
IR_5376,37,28,34,52
IR_5377,48,10,13,9
IR_5378,31,15,15,14
IR_5379,10,1,5,10
IR_5380,110,47,49,22
IR_5381,16,0,17,3
IR_5382,36,40,35,11
IR_5383,301,248,250,96
IR_5384,15,0,0,5
IR_5385,11,9,6,1
IR_5387,48,37,14,8
IR_5388,2,1,1,0
IR_5389,27,13,17,0
IR_5390,30,23,21,17
IR_5391,327,237,186,142
IR_5392,4,2,3,0
IR_5393,2,3,0,1
IR_5394,23,16,28,6
IR_5395,7,1,6,0
IR_5396,82,38,47,22
IR_5397,157,186,78,46
IR_5398,29,15,38,17
IR_5399,17,14,19,11
IR_5400,55,36,76,79
IR_5401,4,14,31,18
IR_5402,18,7,9,4
IR_5403,14,16,10,12
IR_5404,17,29,16,1
IR_5405,54,27,40,26
IR_5408,5,4,5,7
IR_5409,41,33,16,11
IR_5410,3,6,14,4
IR_5411,11,24,6,14
IR_5412,258,199,201,111
IR_5413,25,22,24,19
IR_5414,46,19,42,34
IR_5415,81,54,58,30
IR_5416,39,15,8,7
IR_5417,93,81,80,44
IR_5418,75,79,76,32
IR_5420,4,0,0,2
IR_5421,8,1,5,3
IR_5422,47,7,1,3
IR_5423,2,5,0,3
IR_5424,23,38,49,44
IR_5427,33,23,18,20
IR_5428,6,1,52,36
IR_5429,12,12,7,8
IR_5433,62,71,88,68
IR_5434,27,16,8,7
IR_5435,11,8,8,9
IR_5436,43,36,0,0
IR_5437,5,16,2,6
IR_5438,20,19,14,12
IR_5439,19,4,6,6
IR_5440,29,29,27,20
IR_5441,15,14,9,2
IR_5442,1,1,0,0
IR_5443,6,1,5,7
IR_5445,16,21,18,7
IR_5446,21,13,7,6
IR_5447,15,6,10,19
IR_5448,22,30,120,45
IR_5449,35,16,15,11
IR_5450,4,9,8,1
IR_5451,244,183,344,417
IR_5452,10,6,25,0
IR_5453,15,21,39,19
IR_5454,27,41,59,37
IR_5455,50,36,81,60
IR_5456,12,22,14,20
IR_5457,16,4,20,18
IR_5458,6,2,6,6
IR_5459,1,0,3,3
IR_5460,6,5,5,3
IR_5461,31,20,26,9
IR_5462,117,90,74,43
IR_5463,64,53,37,59
IR_5464,1,0,1,0
IR_5465,436,357,143,138
IR_5466,10,0,4,1
IR_5467,73,46,61,32
IR_5468,107,94,156,66
IR_5469,25,15,19,8
IR_5471,110,107,82,51
IR_5474,41,39,18,27
IR_5475,66,24,31,18
IR_5476,53,52,46,27
IR_5477,17,8,17,2
IR_5478,120,87,53,14
IR_5479,33,12,19,7
IR_5480,27,2,9,9
IR_5481,216,135,124,69
IR_5482,302,276,204,153
IR_5483,23,7,5,4
IR_5484,69,51,66,26
IR_5485,3,1,5,2
IR_5486,21,30,16,11
IR_5487,23,20,19,21
IR_5488,40,28,24,42
IR_5489,5,10,3,2
IR_5490,72,65,23,23
IR_5491,8,7,3,2
IR_5492,27,28,30,18
IR_5493,6,6,0,4
IR_5494,55,65,68,35
IR_5495,30,7,6,19
IR_5496,13,3,0,1
IR_5497,5,10,6,6
IR_5498,2,15,1,12
IR_5499,22,28,22,11
IR_5500,0,4,0,0
IR_5501,5,3,4,6
IR_5503,42,27,26,14
IR_5504,129,71,165,72
IR_5505,213,139,74,35
IR_5506,9,1,3,1
IR_5507,32,23,7,6
IR_5508,29,48,31,29
IR_5509,2,2,1,3
IR_5510,2,34,11,27
IR_5511,36,13,0,0
IR_5512,2,19,0,2
IR_5513,39,19,32,16
IR_5514,9,0,3,2
IR_5515,32,28,29,18
IR_5516,2,0,2,7
IR_5517,5,0,2,2
IR_5518,14,1,2,4
IR_5519,57,40,29,45
IR_5520,11,2,3,1
IR_5521,6,6,9,0
IR_5522,96,69,100,37
IR_5523,36,32,10,17
IR_5524,30,8,35,6
IR_5525,58,45,39,23
IR_5526,24,24,4,5
IR_5528,8,22,29,18
IR_5527,4,2,0,0
IR_5529,25,41,70,47
IR_5531,14,10,21,9
IR_5532,35,35,18,20
IR_5533,46,33,2,9
IR_5534,6,1,5,3
IR_5535,68,30,25,9
IR_5536,2,8,0,1
IR_5537,21,41,46,11
IR_5539,122,92,60,43
IR_5540,38,30,13,10
IR_5541,45,39,10,6
IR_5542,15,7,6,13
IR_5544,0,10,2,0
IR_5545,55,29,25,21
IR_5547,138,99,112,60
IR_5548,9,4,9,0
IR_5549,69,48,22,28
IR_5550,12,4,10,5
IR_5551,5,1,3,0
IR_5552,0,1,0,2
IR_5553,182,154,171,101
IR_5554,21,5,10,9
IR_5555,2,0,0,0
IR_5556,51,64,11,44
IR_5557,61,65,40,21
IR_5559,47,35,29,20
IR_5560,12,14,25,0
IR_5561,26,21,18,31
IR_5562,70,51,56,52
IR_5563,34,31,26,23
IR_5564,11,15,0,0
IR_5565,23,3,0,0
IR_5566,47,84,88,71
IR_5567,42,40,85,15
IR_5568,3,20,5,3
IR_5570,13,5,0,3
IR_5571,29,23,24,10
IR_5572,79,40,20,43
IR_5573,0,0,2,0
IR_5574,13,22,15,6
IR_5575,2,0,4,1
IR_5576,68,34,39,25
IR_5577,26,31,9,8
IR_5578,19,16,4,11
IR_5579,13,5,50,0
IR_5580,0,0,0,2
IR_5581,31,18,6,15
IR_5582,17,25,28,1
IR_5583,14,0,0,0
IR_5584,22,10,9,6
IR_5585,100,95,99,82
IR_5586,28,0,11,3
IR_5587,3,8,8,0
IR_5588,24,10,20,16
IR_5589,11,17,20,11
IR_5592,16,19,4,6
IR_5593,43,32,23,30
IR_5594,6,14,6,4
IR_5595,32,22,8,11
IR_5596,0,0,0,0
IR_5597,56,42,49,25
IR_5598,3,19,2,9
IR_5599,3,0,0,0
IR_5600,7,4,18,1
IR_5601,14,5,13,12
IR_5602,29,26,10,17
IR_5603,22,26,10,25
IR_5605,122,78,60,36
IR_5607,0,0,0,1
IR_5608,133,176,125,55
IR_5610,31,24,13,0
IR_5612,1,0,2,0
IR_5614,0,0,0,0
IR_5615,21,46,12,13
IR_5617,1,1,10,0
IR_5618,5,25,41,0
IR_5619,8,2,0,2
IR_5622,12,9,7,12
IR_5623,5,1,2,0
IR_5625,7,0,2,4
IR_5626,6,2,4,0
IR_5627,40,35,40,26
IR_5628,6,3,0,4
IR_5629,26,26,34,21
IR_5630,8,12,19,14
IR_5631,6,7,7,7
IR_5632,2,1,0,1
IR_5633,37,13,3,0
IR_5634,36,160,8,0
IR_5635,5,4,3,11
IR_5637,82,59,38,25
IR_5638,21,11,9,11
IR_5639,67,54,51,31
IR_5640,47,20,9,6
IR_5641,50,37,29,17
IR_5642,338,204,173,110
IR_5643,5,1,2,0
IR_5644,13,11,9,7
IR_5645,13,19,9,21
IR_5646,34,58,32,51
IR_5647,37,27,12,20
